mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M5146   ;News anticipate long-awaited talk come day set prevent shutdown approve temporary spend bill keep government operate;A89 ;O11     ;0;15
M5147   ;stopgap measure “ allow time cooler head prevail say;A89 ;O12     ;1;8
M5148   ;also come day know dealmaker complicate process announce leave end;A89 ;O13     ;1;9
M5149   ;wa not clear impact sudden departure have be final major budget negotiation;A89 ;O14     ;1;11
M5150   ;— fear s replacement cower demand right not cut deal — say hope wrap remain issue retire;A89 ;O15     ;3;16
M5151   ;“ hope make easier people be go follow say;A89 ;O16     ;0;8
M5152   ;“ Get do leaves. ” interview suggest want do just;A89 ;O17     ;0;9
M5153   ;“ don ’ t want leave successor dirty barn;A89 ;O18     ;0;8
M5154   ;want clean barn little bite next person get there ” say;A89 ;O19     ;1;10
M5155   ;talk be mar even get start insist phone call last week leader not be allow table demand refuse accept multiple official tell;A89 ;O2      ;2;21
M5156   ;face several deadline come week relate government fund debt ceiling money highway infrastructure construction renew slew expire tax provision need be renew;A89 ;O20     ;1;21
M5157   ;Many want break exist budget cap increase spend defense most want break cap increase fund domestic program;A89 ;O21     ;0;16
M5158   ;conservative help force s exit say want rein government spend don ’ t want break cap;A89 ;O22     ;2;15
M5159   ;say top priority talk be set top line spend figure year allow carry normal appropriation process next year be complicate election;A89 ;O23     ;1;20
M5160   ;ha run “ continue resolution ” time don ’ t make change way money be spend alter policy government agency;A89 ;O24     ;1;19
M5161   ;“ u least be honest;A89 ;O25     ;0;4
M5162   ;continue resolution waste be cut;A89 ;O26     ;2;4
M5163   ;spend be cut;A89 ;O27     ;1;2
M5164   ;regulation be stop;A89 ;O28     ;1;2
M5165   ;debt continue mount say floor speech explain vote continue resolution;A89 ;O29     ;2;9
M5166   ;ha suggest week expect open talk directly bypass other Democratic leader ha tenuous relation;A89 ;O3      ;1;13
M5167   ;Cooling mean chowing animal sexy guy struggle pick perfect red dress;A89 ;O30     ;0;10
M5168   ;picky eater have more mental health woe cheese;A89 ;O31     ;1;7
M5169   ;spokesman t comment want bar talk;A89 ;O4      ;1;5
M5170   ;official also decline discus call take place last just before meet Democratic accord aide;A89 ;O5      ;2;13
M5171   ;point recent comment say be part negotiation;A89 ;O6      ;2;6
M5172   ;insist be part negotiation;A89 ;O7      ;1;3
M5173   ;“ ’ ve be call responsible budget negotiation month say;A89 ;O8      ;0;9
M5174   ;“ be talk be invited. announce press conference talk be set begin;A89 ;O9      ;0;11
M5175   ;"";A9  ;O1      ;0;0
M5176   ;few state do extend protection job candidate employee state employment only;A9  ;O10     ;2;10
M5177   ;Local ordinance cover county municipality represent half state s population state s county still offer such protection;A9  ;O11     ;0;16
M5178   ;represent state legislature be co-sponsoring bill legislative session extend protection state;A9  ;O12     ;5;10
M5179   ;proposal call add sexual orientation gender identity expression list protect class cover s employment discrimination law;A9  ;O13     ;1;15
M5180   ;Speaking emphasize wa conflict political identity choice champion legislation;A9  ;O14     ;0;8
M5181   ;“ be just conservative want be still believe eliminate discrimination people ” say;A9  ;O15     ;0;12
M5182   ;add identity conservative mother have absolutely bear “ do right thing. ” be wouldn ’ t mind have business endorse propose legislation anyone happen ask u;A9  ;O16     ;1;25
M5183   ;point ’ s hard imagine anyone reject job candidate individual be seem be gay bisexual transgender trait have relationship actual job;A9  ;O17     ;2;20
M5184   ;bill most similar statute other state include exception bona fide occupational requirement;A9  ;O18     ;3;11
M5185   ;still win t get Jewish priest church foreseeable future openly gay either;A9  ;O19     ;1;11
M5186   ;courtesy;A9  ;O2      ;1;0
M5187   ;scenario be hard picture still not impossible;A9  ;O20     ;1;6
M5188   ;wasn ’ t so long ago be fight gay serviceman woman openly serve arm force security nation;A9  ;O21     ;1;16
M5189   ;ha take u now even begin process lift ban transgender personnel;A9  ;O22     ;2;10
M5190   ;type think create support such ban be le common le open day ha not go away entirely;A9  ;O23     ;1;16
M5191   ;Even same-sex marriage be now law land percent still say oppose;A9  ;O24     ;0;10
M5192   ;give strong correlation support right age seem inevitable sooner later opponent civil right be reluctant openly admit position rare opponent interracial marriage woman military today;A9  ;O25     ;1;24
M5193   ;someone have conceal sexual orientation gender get job accountant rent apartment;A9  ;O26     ;2;10
M5194   ;be logical reason law reflect much;A9  ;O27     ;1;5
M5195   ;Conservative liberal answer question respect race religion long time ago;A9  ;O28     ;0;9
M5196   ;be finally get respect person ’ s private sexuality public identity;A9  ;O29     ;1;10
M5198   ;holdout think civil right protection be bad thing want flock primary ’ t stop certainly not give more due;A9  ;O30     ;2;18
M5199   ;Candidates shouldn t either;A9  ;O31     ;0;3
M5200   ;be still problem consider particularly relevant sponsor bill be conservative straight mom;A9  ;O32     ;1;11
M5201   ;surprise inevitably be temporary;A9  ;O33     ;2;3
M5202   ;enough other follow lead stereotype fall away;A9  ;O34     ;1;6
M5203   ;Part problem be own make;A9  ;O4      ;0;4
M5204   ;many candidate presidential field have stake slightly more nuanced position have still say believe marriage be restrict man woman;A9  ;O5      ;1;18
M5205   ;Socially liberal do fact have often be drown past refuse acknowledge accept century s broader view equal protection law mean daily life;A9  ;O6      ;0;21
M5206   ;part problem be many corner medium public mind very term almost mean intolerant point be consider newsworthy member behave contrary stereotype;A9  ;O7      ;2;20
M5207   ;Hats off state do something change promote legislation provide legal protection gay transgender Floridians;A9  ;O8      ;0;13
M5208   ;be state do not currently offer worker legal protection employment discrimination base sexual orientation be do not offer such protection base gender identity;A9  ;O9      ;1;22
M5209   ;have wait next year crack grand slam;A90 ;O1      ;7;6
M5210   ;wa break early third set lose tiebreak come assure performance fourth set;A90 ;O10     ;1;11
M5211   ;play aggressively take chance ace sometimes helpless wa deny 20th consecutive quarterfinal run;A90 ;O11     ;1;12
M5212   ;hit winner match rush net time versus approach;A90 ;O12     ;1;7
M5213   ;fact ha be most prolific net player entire often display graceful touch giant frame;A90 ;O13     ;1;13
M5214   ;'m little lose word right now;A90 ;O14     ;2;5
M5215   ;wa just try keep composure honestly play best match life say clinch fourth set tiebreak win;A90 ;O15     ;1;15
M5216   ;'s such fighter amaze player know have try best just stick say;A90 ;O16     ;2;11
M5217   ;raise game down;A90 ;O17     ;1;2
M5218   ;face;A90 ;O18     ;3;0
M5219   ;seed late match ultimately handle big serve tight set win match 7-6 7-6 7-5;A90 ;O19     ;1;13
M5220   ;Suffering ignominious defeat set look frustrate often powerless seed play skin;A90 ;O2      ;0;10
M5221   ;player make way quarterfinal time vintage performance keep hope raise trophy sixth time;A90 ;O20     ;2;12
M5222   ;keep nerve not lose serve once;A90 ;O21     ;1;5
M5223   ;part fight back gamely only lose serve once very end take break point away winner;A90 ;O22     ;2;14
M5224   ;However wa not able match quarterfinal result;A90 ;O23     ;0;6
M5225   ;Obviously ha best serf game say win;A90 ;O24     ;0;6
M5226   ;just get ta hang make sure do n't drop serve;A90 ;O25     ;2;9
M5227   ;34-year-old 17-time men single champion ha be form summer climb back ranking breathe world number;A90 ;O26     ;1;14
M5228   ;'s next set play seed quarterfinal;A90 ;O27     ;1;5
M5229   ;Missing shoe soar once again hard court Flushing competitive sometimes quirky eighth day action;A90 ;O28     ;0;13
M5230   ;French champion take set cruise past American upstart match saw bizarre build-up;A90 ;O29     ;0;11
M5231   ;take game 7-6 6-3 6-7 7-6;A90 ;O3      ;1;5
M5232   ;have battle back set previous match have locker mistakenly clear day match leave scramble find equipment shortly match;A90 ;O30     ;3;17
M5233   ;Unfortunately come locker room yesterday open wa clean say former junior;A90 ;O31     ;1;10
M5234   ;couple shirt miss shoe be go apparently someone say wa tournament guy think go home;A90 ;O32     ;3;14
M5235   ;be take souvenir;A90 ;O33     ;1;2
M5236   ;show sign life take second set drop third fourth set;A90 ;O34     ;1;9
M5237   ;face intrigue quarterfinal matchup;A90 ;O35     ;2;3
M5238   ;Meanwhile open play take just hour knock fourth round opponent American straight set;A90 ;O36     ;0;12
M5239   ;"";A90 ;O4      ;0;0
M5240   ;complain umpire repeatedly often expletive-laden tirade catch camera everything perceive game delay line call;A90 ;O5      ;2;13
M5241   ;truth be just wa n't day;A90 ;O6      ;1;5
M5242   ;Going match 29-year-old wa unlikely candidate dominate former champion;A90 ;O7      ;0;8
M5243   ;ninth year pro circuit ha have only tour victory name never advance fourth round;A90 ;O8      ;2;13
M5244   ;native wa force match battle only occasionally;A90 ;O9      ;7;6
M5245   ;speaker provide tip local business grow sale business forum;A91 ;O1      ;2;8
M5246   ;bring concern rest board decide table meeting re-strategized;A91 ;O10     ;1;7
M5247   ;speak folk town side be also interest do educational business meeting have organize couple year ago. say biggest difference business forum round-table discussion be amount resource available;A91 ;O11     ;1;26
M5248   ;“ be now able commit more meeting bring quality speaker say;A91 ;O12     ;0;10
M5249   ;“ Working town give u more leverage far attract most bang buck. encourage local business owner sale manager sale professional attend event last have business register guest;A91 ;O13     ;0;26
M5250   ;“ don ’ t see downside say;A91 ;O14     ;0;6
M5251   ;“ s free forum ’ s go give really point piece information help business bottom line build sale opportunity include hour time;A91 ;O15     ;0;21
M5252   ;behoove biz attend. add additional business forum be be plan;A91 ;O16     ;1;9
M5253   ;Local business be invite send representative forum cost;A91 ;O17     ;0;7
M5254   ;Additional guest be;A91 ;O18     ;0;2
M5255   ;reserve seat business kellyc @ southington.org call more information;A91 ;O19     ;1;8
M5256   ;hour-long event “ Building Pipeline Sales begin registration a.m. follow buffet-style breakfast golf club;A91 ;O2      ;1;13
M5257   ;be reach bjohnson @ bristolpress.com;A91 ;O20     ;4;4
M5258   ;forum be host conjunction sponsor;A91 ;O3      ;1;4
M5259   ;s presentation begin a.m. include question-and-answer session;A91 ;O4      ;2;6
M5260   ;Town staff be hand answer legal permit question;A91 ;O5      ;0;7
M5261   ;board member help organize event fellow board member say “ provide practical tip be immediately implement business owner sale manager sale professional more help drive revenue gain competitive advantage achieve extraordinary sale results. be base give lecture hear speak event recommend forum;A91 ;O6      ;3;41
M5262   ;real estate agent say idea forum wa bear ash chamber s monthly round-table discussion;A91 ;O7      ;3;13
M5263   ;“ purpose educational informational session chamber member say;A91 ;O8      ;0;7
M5264   ;“ However year meeting be struggle remain relevant attendance wa start wane;A91 ;O9      ;0;11
M5265   ;Special ha emphasize need international community remain fully engage support boost recovery effort;A92 ;O1      ;5;12
M5266   ;however acknowledge ha be significant progress end outbreak wa quick stress get stay zero remain challenge other affect country;A92 ;O10     ;2;18
M5267   ;also praise Liberian effort virus country ha be re-declared free;A92 ;O2      ;1;9
M5268   ;say particular attention be pay key area food security health system non-Ebola relate health service;A92 ;O3      ;1;14
M5269   ;make observation address business community recently take place;A92 ;O4      ;3;7
M5270   ;say momentum build recently generate tremendous international support national recovery plan affect country be take forward;A92 ;O5      ;1;15
M5271   ;be need build public health system improve primary care region;A92 ;O6      ;2;9
M5272   ;fragile overstretch health system limit public health capability;A92 ;O7      ;2;7
M5273   ;Therefore prioritize strengthen health institution develop infrastructure support train necessary personnel say;A92 ;O8      ;0;11
M5274   ;ha work year respectively say outbreak be largest most complex epidemic pose challenge epic proportion region global community;A92 ;O9      ;4;17
M5275   ;take leap faith put man roster;A93 ;O1      ;6;5
M5276   ;Mayle struggle preseason undergo thumb surgery;A93 ;O10     ;0;5
